age,gender_unified,education_binary,country,intercept,outcome,std_residuals
321.91325145374225,-26.72368897777301,-122.17779875552424,364.8714330392148,15583.27368180493,connect_the_dots_I_time_msec,8457.434790608466
733.1484644109776,-1878.9557651799312,-2915.8309073684486,4452.076608856098,14992.56558593755,connect_the_dots_II_time_msec,18389.52173215344
-0.1869450339337007,-4.466689788332806,3.7851097572731827,-0.7340801880108403,62.32713509290775,wordlist_correct_words,11.029521938445047
1.4106752268790514,-14.294655478257642,1.4938250908708737,13.744943267844912,228.61078365539157,avg_reaction_speed,58.892649500913
0.21912201903037082,-2.985386992694082,-1.7446832434474668,4.5018605372920595,14.106970042042416,place_the_beads_total_extra_moves,15.331041859602426
-0.02473420394245094,0.40880049370815685,0.020645844116779315,-0.2515679146806035,10.767223957893147,box_tapping_total_correct,1.6095443179021056
409.2636634413116,-81.48262948451936,108.70588692363556,1940.9765720554753,39260.925121630324,fill_the_grid_total_time,14171.445431510849
-0.028492785509669785,-1.354002241632744,0.730284075014466,-0.11801045994388554,12.176196124390346,wordlist_delayed_correct_words,3.3557884785079835
-0.02217982599357173,-0.533097112369445,0.17314070241219676,-0.27286723548732283,30.58148032677202,wordlist_recognition_correct_words,1.4259045985468146
-0.03523514849024315,0.3028694538548421,0.30609159370497846,0.2415984625200123,13.924442005653297,digit_sequence_1_correct_series,2.40811249494596
-0.03372213535546392,0.2698597345190824,0.22035544766597334,0.05723403751726899,11.667892180463259,digit_sequence_2_correct_series,2.931134741857482
277.1159486897974,5104.891557614259,-680.0631239399825,-4224.871490522224,4165.699796124589,typeskill_time,8882.872009358642
169.48959014061316,-1391.9891407975022,265.7338137171413,-526.4649495964079,15254.059454639584,clickskill_time,7661.244181823691
236.7762951200562,-1010.8783629117214,-837.901323976239,1526.6505871835166,17921.725932727764,dragskill_time,7307.328754412668
